"","region","depthZone","lat","lon","depthM","BO22_calcite","BO22_damean","BO22_curvelmean_ss","MEM1","MEM2","MEM3","MEM4","MEM5","MEM6","MEM7","MEM9","MEM10"
"12","CUBA","Shallow",21.075,-75.63833,4,0.0000860000000102445,0.034000001847744,0.315563172101974,0.385507737559984,-0.222344906318364,0.327077876720401,3.06301347332338,-1.09686623338377,2.81117634206154,0.998632226453491,0.292028674577099,-0.914919726918196
"13","CUBA","Shallow",21.63063,-83.2142,4,0.00560199981555343,0.215000003576279,0.275866210460663,-0.899032000876616,0.0311403496656167,-0.464169717501976,0.44650354988757,-2.27133954383482,-1.48429482637639,-4.98099619874325,-5.17218724295164,-0.935715771384684
"14","CUBA","Shallow",21.67833,-77.16667,3.5,0.0145030003041029,0.0379999987781048,0.219679743051529,-0.237168138298613,0.121173879290657,1.11466819721564,3.42610095360869,1.39302074513341,0.271847224673605,-3.42317865454032,-1.78216767563451,0.119645908160196
"15","CUBA","Shallow",21.79668,-84.51667,4,0.0000999999974737875,0.0359999984502792,0.323950260877609,-0.645363339248781,-0.441894255182711,-1.71896396824486,0.605289625371385,-0.9847983589089,-3.19683320187502,0.409166501707327,0.862603004850359,-2.7249438101351
"16","CUBA","Shallow",22.98263,-79.8066,1.5,0.00138599995989352,0.0759999975562096,0.12133651226759,-1.01966079513153,0.286951790081704,0.699468033595797,1.60615007016489,-0.319240040236541,1.3504204890319,1.44903647642415,0.82312125601112,-2.99846200474738
"17","DRT","Mesophotic",24.48466,-83.110725,44.3775,0.000269999989541247,0.0399999991059303,0.256601244211197,-1.07300498883921,0.134211342910093,-0.315851670928107,-0.651489624247626,-0.89643793344851,0.207396692097651,0.31225659319687,-0.0547680893365005,0.578411122011845
"18","DRT","Mesophotic",24.48925667,-83.122695,37.2377272727273,0.000269999989541247,0.0399999991059303,0.256601244211197,-1.07293890486815,0.134137486699623,-0.316108390780644,-0.651731491862794,-0.89665245980301,0.207953037981616,0.31159227959236,-0.05553448299583,0.57781639518731
"19","DRT","Mesophotic",24.49396,-83.09607833,33.0925,0.000269999989541247,0.0399999991059303,0.256601244211197,-1.07311455926555,0.134344808572146,-0.315403203641649,-0.651404468461619,-0.895466422354521,0.207282166844135,0.313212131782984,-0.0535685240961478,0.579696071402526
"20","DRT","Mesophotic",24.640415,-83.10294667,29.89,0.000711000000592321,0.0520000010728836,0.206388592720032,-1.07329763846373,0.134704847263096,-0.314242612958321,-0.653536761606931,-0.888712162659858,0.213069498762077,0.314200269311317,-0.0514768418724411,0.584712035042566
"21","DRT","Mesophotic",24.64042,-83.10294333,30.5305,0.000711000000592321,0.0520000010728836,0.206388592720032,-1.07329766487141,0.134704885041161,-0.314242483879272,-0.653536780143502,-0.888711801114691,0.213069582903863,0.314200514109426,-0.0514765174358281,0.584712434432935
"22","DRT","Mesophotic",24.65211,-83.103095,34.587,0.000711000000592321,0.0520000010728836,0.206388592720032,-1.07330954180458,0.134735310772491,-0.314138693077189,-0.653697577045604,-0.88815402921428,0.213520001653202,0.314302375493108,-0.0512806215137076,0.585137106086498
"23","DRT","Shallow",24.51135833,-83.09516,27.52625,0.000410999986343086,0.0430000014603138,0.227138176560402,-1.07315335959768,0.134401622249126,-0.315223677791811,-0.651636363939689,-0.894606459126861,0.207913038415383,0.313432648341757,-0.0531984206885262,0.580404228522532
"24","DRT","Shallow",24.51780833,-83.09790167,25.353125,0.000410999986343086,0.0430000014603138,0.227138176560402,-1.07314823000066,0.134400201688202,-0.315233812481678,-0.651767728890511,-0.894398923741747,0.208245284006134,0.313332043213821,-0.0532792389206444,0.580469413037263
"25","DRT","Shallow",24.66019667,-83.07890333,15.5840476190476,0.00123099994380027,0.0570000000298023,0.190377861261368,-1.07346697170486,0.13493237166014,-0.313461943790646,-0.653448392156617,-0.886888246749801,0.213058113207713,0.315808307309522,-0.0494276197742379,0.586983924174636
"26","DRT","Shallow",24.67518667,-83.068585,20.2825,0.000767000019550323,0.0529999993741512,0.179999485611916,-1.07354431734004,0.13504696167589,-0.313066598707401,-0.65349706869535,-0.885790372438569,0.213301717576969,0.316559576076215,-0.0484331547020001,0.58819973506629
"27","FK","Mesophotic",24.494035,-81.58790833,31.3680769230769,0.000607999972999096,0.0500000007450581,0.164370238780975,-1.08052515698455,0.335155780468067,0.618462249793137,0.3135317234696,0.417083228209861,-1.15298936685573,-0.189743565158753,0.193286803065723,-0.464287746726565
"28","FK","Mesophotic",25.152185,-80.23162,35.30375,0.000184000004082918,0.0430000014603138,0.292517364025116,-1.07574296364278,0.336496683260109,0.632121579646403,0.325906747364256,0.480505021051237,-1.1106019772096,-0.205123064613378,0.212372930247674,-0.304488101242971
"29","FK","Mesophotic",25.15823333,-80.22064,43.2228571428571,0.000184000004082918,0.0430000014603138,0.292517364025116,-1.07565869536424,0.336491749309423,0.632216252161755,0.325989376586717,0.481043745455265,-1.11017153333762,-0.205211175847423,0.21254935922445,-0.303141067404367
"30","FK","Mesophotic",25.217545,-80.19341333,42.9135,0.00271899998188019,0.0689999982714653,0.179504409432411,-1.07535517325475,0.336500228293407,0.632560874184819,0.325199940551596,0.484087434783797,-1.10698713666927,-0.204104828238711,0.214188407366939,-0.297944604761916
"31","FK","Shallow",24.49105167,-81.60602833,17.995,0.000607999972999096,0.0500000007450581,0.164370238780975,-1.08052624324249,0.335122205898469,0.618274360123912,0.313234788168972,0.416458872713317,-1.15321644944803,-0.189347860951028,0.193192642365705,-0.466148130754419
"32","FK","Shallow",24.49297,-81.59892667,17.7846551724138,0.000607999972999096,0.0500000007450581,0.164370238780975,-1.08052738951823,0.335136887527822,0.618351185774651,0.313334491623894,0.416732856217304,-1.15309532844926,-0.189481670640081,0.193249761323725,-0.465388730408906
"33","FK","Shallow",25.14404833,-80.25258833,18.605,0.00348299997858703,0.0769999995827675,0.196079894900322,-1.0758957732619,0.336507398171279,0.631948919631632,0.325672310368961,0.479607786389402,-1.1112598602425,-0.204852438823242,0.212128639796706,-0.306917015662824
"34","FK","Shallow",25.14415667,-80.252055,20.96875,0.00348299997858703,0.0769999995827675,0.196079894900322,-1.07589209108053,0.336507077305132,0.631953064080177,0.325680486196935,0.479626804878973,-1.11124783265295,-0.204862268901418,0.212132178825791,-0.306859367099585
"35","FK","Shallow",25.22036,-80.20094333,26.4446428571429,0.00271899998188019,0.0689999982714653,0.179504409432411,-1.07540014250092,0.336507618392844,0.632514061757125,0.324987165485538,0.48398653341462,-1.10695211786587,-0.203837006485236,0.214256104723757,-0.298577487565903
"36","FK","Shallow",25.22056667,-80.200865,26.91625,0.00271899998188019,0.0689999982714653,0.179504409432411,-1.07539915657032,0.336507646492449,0.63251512822545,0.32498408592572,0.483996675725805,-1.10694119367913,-0.203832735875413,0.214261798135265,-0.298561008964987
"37","NWGOM","Mesophotic",27.87337,-93.82154,30.2,0.000138000003062189,0.0480000004172325,0.214751839637756,1.33808180258782,1.37979168376873,0.0668307973372808,-0.244156938702943,-0.0406701544623374,-0.227437171824826,0.353612612761359,-0.538517870859824,0.0234647099560137
"38","NWGOM","Mesophotic",27.87371,-93.81655,38.85,0.000138000003062189,0.0480000004172325,0.214751839637756,1.33808678753324,1.3798003445664,0.0668303269399514,-0.244161003827318,-0.0406745739260542,-0.227436079451551,0.353571025961395,-0.538440484031521,0.0234511510804651
"39","NWGOM","Mesophotic",27.8751,-93.82035,43.3954545454545,0.000138000003062189,0.0480000004172325,0.214751839637756,1.3380831793154,1.37979407606395,0.0668306699815064,-0.24415805919177,-0.0406713657882368,-0.227436890800145,0.353601289072694,-0.538496807164341,0.0234610068716036
"40","NWGOM","Mesophotic",27.8862,-93.30174,46.9,0.000110000000859145,0.046000000089407,0.238482967019081,1.33824651683296,1.38007071987737,0.0667673843340612,-0.244332534146951,-0.0409887623740273,-0.227014953220162,0.349224284586244,-0.53021074690979,0.02224387366412
"41","NWGOM","Mesophotic",27.91102,-93.59668,46.3666666666667,0.000105999999505002,0.0469999983906746,0.227460190653801,1.33824139865504,1.38006760165262,0.0668065961639966,-0.244294967743061,-0.0408446012380204,-0.227328466271877,0.35170561220463,-0.534942290806208,0.0228830434471263
"42","NWGOM","Mesophotic",27.9241,-93.6016,38.4333333333333,0.000138000003062189,0.0500000007450581,0.177336201071739,1.33823882424947,1.38006314893156,0.0668069734074536,-0.244292752555599,-0.0408418345699969,-0.227330114099777,0.351735551345996,-0.53499840271853,0.0228922164010251
"43","NWGOM","Mesophotic",27.96235,-92.59369,50.3333333333333,0.000110000000859145,0.0450000017881393,0.223809450864792,1.33987739434253,1.34219740401792,-0.155152924367597,-0.354932195591324,-0.319393857831925,0.227680850415837,-1.5161265215049,2.16838087636128,-0.257364224443586
"44","NWGOM","Mesophotic",27.96288,-92.59266,50.625,0.000110000000859145,0.0450000017881393,0.223809450864792,1.33987499728026,1.34219304189746,-0.155153862612416,-0.354930988824685,-0.319394298083989,0.227685548376073,-1.51614200256656,2.16840866043589,-0.257366177275657
"45","NWGOM","Mesophotic",27.96299,-92.59262,47.4470588235294,0.000110000000859145,0.0450000017881393,0.223809450864792,1.33987488153766,1.34219289844755,-0.155153541860913,-0.354930750019209,-0.31939386108404,0.227685022463102,-1.51613966801058,2.16840553890628,-0.257365810393222
"46","NWGOM","Mesophotic",27.96321,-92.59295,48.3333333333333,0.000110000000859145,0.0450000017881393,0.223809450864792,1.33987555151825,1.34219441042473,-0.155151684313502,-0.354930300529902,-0.319391741002397,0.227680429062698,-1.51612191154116,2.16837832747989,-0.257363255394783
"47","NWGOM","Mesophotic",27.96364,-92.59216,53.5,0.000110000000859145,0.0450000017881393,0.223809450864792,1.33987370462135,1.34219106740646,-0.155152309519214,-0.354929322498492,-0.319391957559179,0.227683846977775,-1.51613300885845,2.16839852764156,-0.257364634749996
"48","NWGOM","Shallow",27.87337,-93.82154,22.7,0.000138000003062189,0.0480000004172325,0.214751839637756,1.33808180258782,1.37979168376872,0.0668307973372807,-0.244156938702943,-0.0406701544623371,-0.227437171824826,0.35361261276136,-0.538517870859825,0.0234647099560129
"49","NWGOM","Shallow",27.87429,-93.82033,23.775,0.000138000003062189,0.0480000004172325,0.214751839637756,1.33808311097744,1.37979395723067,0.0668306757366434,-0.244158004061662,-0.0406713077072051,-0.227436900163324,0.353601815212023,-0.538497783959779,0.0234611814137495
"50","NWGOM","Shallow",27.87495,-93.81637,21.075,0.000138000003062189,0.0480000004172325,0.214751839637756,1.33808710119395,1.37980088967928,0.066830298424828,-0.244161258677285,-0.0406748480941294,-0.227436019481274,0.353568477906235,-0.538435746017345,0.023450315629429
"51","NWGOM","Shallow",27.87523,-93.81737,21.5,0.000138000003062189,0.0480000004172325,0.214751839637756,1.33808614575106,1.37979922986054,0.0668303896486619,-0.244160478614308,-0.0406739971938087,-0.227436237448529,0.353576515845638,-0.538450706659023,0.0234529316505482
"52","NWGOM","Shallow",27.87582,-93.8164,22.2666666666667,0.000138000003062189,0.0480000004172325,0.214751839637756,1.33808716430488,1.37980099940218,0.0668302929684446,-0.244161309712521,-0.0406749022418662,-0.227436009696153,0.353567983149918,-0.538434827064778,0.0234501521752471
"53","NWGOM","Shallow",27.90956,-93.60139,21.9,0.000105999999505002,0.0469999983906746,0.227460190653801,1.33823948192725,1.38006433033384,0.0668071713379139,-0.244293064714279,-0.0408414804197703,-0.227332066763561,0.351746429937208,-0.535019408384309,0.0228946223586682
"54","NWGOM","Shallow",27.90987,-93.60021,21.6833333333333,0.000105999999505002,0.0469999983906746,0.227460190653801,1.33823996918672,1.38006516242272,0.0668070282938531,-0.244293545755195,-0.0408422623361916,-0.227331177062362,0.351736253279311,-0.535000185115389,0.0228917300547576
"55","NWGOM","Shallow",27.90987,-93.59804,20.22,0.000105999999505002,0.0469999983906746,0.227460190653801,1.33824086435576,1.38006669221315,0.066806772999079,-0.244294423034446,-0.0408436718037639,-0.22732960301965,0.351718029179538,-0.534965769252585,0.0228865374188106
"56","NWGOM","Shallow",27.91085,-93.60018,22.0833333333333,0.000105999999505002,0.0469999983906746,0.227460190653801,1.33823996460702,1.38006515177214,0.0668070106561467,-0.244293557600382,-0.0408423234148408,-0.227331032334935,0.351735154058279,-0.534998086643267,0.0228914509582436
"57","NWGOM","Shallow",27.9114,-93.59821,20.75,0.000105999999505002,0.0469999983906746,0.227460190653801,1.33824076657823,1.38006652065126,0.0668067709275944,-0.244294353039811,-0.0408436258403591,-0.227329533349274,0.351718134060835,-0.534965931552389,0.0228866212369984
"58","PRG","Mesophotic",24.70835,-83.696555,66.5,0.000119999996968545,0.0379999987781048,0.352442741394043,-1.02838191890284,0.118571076121622,-0.380397119859947,-1.22554631631754,0.0698888016015807,1.05987570054238,-0.694833808994988,-0.759825891436255,-3.05825056191788
"59","PRG","Mesophotic",24.70933333,-83.68633333,69,0.000119999996968545,0.0379999987781048,0.352442741394043,-1.028467991591,0.118652421939061,-0.380148484489397,-1.22550938575642,0.0704247708117052,1.05970153695979,-0.694361592031287,-0.759189493571208,-3.05808633002286
"60","PRG","Mesophotic",24.72568333,-83.7003,66.5,0.000119999996968545,0.0379999987781048,0.352442741394043,-1.0283741402013,0.118591154217507,-0.38030754914346,-1.22564219881154,0.0702908913490613,1.06039047794985,-0.694572401427697,-0.759559456381845,-3.05667837579513
"61","PRG","Mesophotic",24.72903333,-83.69743333,66.1,0.000119999996968545,0.0379999987781048,0.352442741394043,-1.02840231495117,0.11862261058238,-0.38020641529572,-1.22564605374482,0.0705451707331236,1.06041996047503,-0.6943644576819,-0.759294146794209,-3.05634850230633
"62","PRG","Mesophotic",24.74766667,-83.70258333,65.8,0.000119999996968545,0.0379999987781048,0.352442741394043,-1.02838240546903,0.118635052725005,-0.380135690591857,-1.2257512125678,0.0709225062977326,1.06099439362115,-0.694131297811309,-0.75907312255779,-3.0546611014566
"63","PRG","Mesophotic",24.78024089,-83.68119995,62.2,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.02859513041821,0.118889297696827,-0.379301839379204,-1.22580694935544,0.0730765234343069,1.06140500114348,-0.692389638620033,-0.756875402183793,-3.0514824481765
"64","PRG","Mesophotic",24.793709,-83.673833,66.6333333333333,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.02866868002884,0.118982577067962,-0.378990906495725,-1.22583360054105,0.0738948365179263,1.0616027545901,-0.691732912956415,-0.756053208016564,-3.05017356043173
"65","PRG","Mesophotic",24.793815,-83.67401167,66,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.02866731276327,0.118981496559017,-0.378993984262053,-1.22583478689412,0.0738896427315226,1.06160892523945,-0.691738121111862,-0.756060829450337,-3.05016499823919
"66","PRG","Mesophotic",24.79393333,-83.67496667,66.8,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.02865958629782,0.11897449989939,-0.379015062601853,-1.22583924348931,0.073846699670573,1.06163054980211,-0.691777072015663,-0.756114337205753,-3.05016102445489
"67","PRG","Mesophotic",24.80160667,-83.66920167,65.75,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.0287137776347,0.119039524460724,-0.378801153147909,-1.22584729923333,0.0743900522000722,1.06171244555254,-0.691333827169161,-0.755552188779556,-3.04940232226235
"68","PRG","Mesophotic",24.811,-83.68283333,70.4,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.02860991457022,0.118960479785857,-0.379022226067169,-1.22594243509695,0.0740382159727836,1.06221600927367,-0.691698256708146,-0.756095850710427,-3.04862540853424
"69","PRG","Mesophotic",24.81798167,-83.67190167,66,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.02870542924875,0.11906311055312,-0.378694724198149,-1.22592570522849,0.0748121374037365,1.0621794724285,-0.691045367010869,-0.755245496982595,-3.04789202991874
"70","PRG","Mesophotic",24.82265833,-83.67298333,66.1,0.000117000003228895,0.0379999987781048,0.295806795358658,-1.02870022595969,0.119067406134669,-0.378671496360225,-1.22594908307316,0.0749174644827427,1.06231880465257,-0.690976427955011,-0.755176211781252,-3.04746233443634
"71","SEFL","Shallow",26.14758333,-80.0961,6.53636363636364,0.000239000000874512,0.0549999997019768,0.481403678655624,-1.03370051463546,0.378869306628523,0.833535711094144,0.185142502204745,0.848393559737151,0.39336764150767,-0.529610687906768,-0.740664910913772,3.7674418928838
"72","SEFL","Shallow",26.52355087,-80.03169121,15.82,0.000109000000520609,0.0410000011324883,0.844773828983307,-0.989793679685403,0.3659461502815,0.780178033028677,-0.384499982123543,1.83905102759645,1.229927510811,-1.49212247202429,-1.39136186020491,0.149566335292804
"73","SEFL","Shallow",26.691,-80.0182,15.4642857142857,0.000148999999510124,0.0500000007450581,0.8752720952034,-0.977356583305471,0.364779851699246,0.791227003680859,-0.404652894692315,2.00304237609996,1.37664984956793,-0.55735434851878,-0.115603160026253,0.455695758734849
"74","SEFL","Shallow",26.94405,-80.02215,20.9583333333333,0.000705000013113022,0.0649999976158142,0.925291538238525,-0.963505686061135,0.353841711979277,0.679616279487167,-0.995640394598574,1.60712491771131,1.2724527606146,1.99301133764491,1.6354928354822,0.316478917622752
"75","SEFL","Shallow",27.12114,-80.12743,7.1,0.00310599990189075,0.120999999344349,0.334645390510559,-0.962417917767197,0.353380340578346,0.678953010748072,-0.995855138800592,1.60707308567775,1.27477575454081,1.99211287996629,1.63372313621715,0.323443147976455
"76","SEFL","Shallow",27.12854,-80.12552,5.2,0.00310599990189075,0.120999999344349,0.334645390510559,-0.962326133421229,0.353348648112943,0.678939849655135,-0.995773401907589,1.60719929301425,1.27482656887416,1.99202311935399,1.63375159947683,0.323873085135819
"77","SEFL","Shallow",27.13167,-80.13403,5.45714285714286,0.00310599990189075,0.120999999344349,0.334645390510559,-0.962348743625701,0.35335073135998,0.678909644632756,-0.995865738483593,1.607057273073,1.27491281095686,1.99205300414307,1.63360563947398,0.323851684653829
"78","SGOM","Mesophotic",22.39592,-89.70556,37.425,0.00588800013065338,0.0520000010728836,0.135693833231926,0.591911744359293,-1.12599433604416,-1.87297765908565,0.804576528543534,2.03812518230654,-0.735515452069993,1.64925343153807,-0.918268532357662,-0.306980337192507
"79","SGOM","Mesophotic",22.58667,-89.75208,35.1857142857143,0.000188000005437061,0.046000000089407,0.0975538268685341,0.517146277529418,-0.863200480128099,-2.01050829845695,0.906461945698849,1.75739580235864,-0.357062763845096,-0.458634451181384,1.19735711167929,0.961420925476166
"80","SGOM","Mesophotic",23.30706,-88.71617,36.7363636363636,0.0000950000030570664,0.0390000008046627,0.139895111322403,0.0572809086585826,-0.473992214910608,-2.43405642349605,-0.703639091836259,-1.06357077956917,1.26439439158485,-2.72901868270923,2.99270680640905,-0.239488898177583
"81","SGOM","Shallow",22.39622,-89.70578,18.1615384615385,0.00588800013065338,0.0520000010728836,0.135693833231926,0.591911333246491,-1.12599219250232,-1.87297821618535,0.804576779291363,2.03812445218991,-0.735505771835166,1.6492345381316,-0.918256008863762,-0.306951754745903
"82","SGOM","Shallow",22.50925,-89.6278,26.1,0.000163999997312203,0.0450000017881393,0.0874629840254784,0.51705985867273,-0.863339010615114,-2.01112719636226,0.906684878663706,1.75648892806223,-0.360212083918577,-0.458064329260537,1.19911711752907,0.952180294870667
"83","SGOM","Shallow",22.51127,-89.79737,13.1,0.018885999917984,0.06700000166893,0.0975538268685341,0.517172819626535,-0.863109219358756,-2.01009361134033,0.906523244625674,1.75794449019049,-0.356741797467941,-0.457979634327693,1.19737138895929,0.963321810804297
"84","SGOM","Shallow",22.54583,-89.66012,12.2454545454545,0.000163999997312203,0.0450000017881393,0.0874629840254784,0.517083613630454,-0.863313022810725,-2.01100750143417,0.906607157155884,1.75669826115576,-0.359266890755267,-0.458352782226482,1.19856089133406,0.954819321228087
"85","SGOM","Shallow",22.58667,-89.75208,24.2,0.000188000005437061,0.046000000089407,0.0975538268685341,0.517146277529419,-0.863200480128099,-2.01050829845695,0.90646194569885,1.75739580235864,-0.357062763845097,-0.458634451181382,1.19735711167928,0.961420925476165
"86","SGOM","Shallow",23.24744,-88.70778,13.1181818181818,0.000134999994770624,0.0379999987781048,0.155172348022461,-0.0947945429482485,-0.73525932916824,-2.39824211715643,-0.560458920166492,-0.85016426703394,1.05552185171862,-0.100226886299199,-1.96132775994217,0.521344337650928
"87","SGOM","Shallow",23.28367,-88.71162,28.1142857142857,0.0000950000030570664,0.0390000008046627,0.139895111322403,-0.0948744367985751,-0.735194417171194,-2.39815015529058,-0.56076718605978,-0.85059280733108,1.05625029151914,-0.100069897812179,-1.96160897126038,0.521937486320048
